1,8/15/10,0,889
1,4/26/10,1,491
1,5/8/10,0,10
1,6/1/10,0,685
2,7/3/10,0,641
3,1/28/11,0,187
3,12/28/10,0,601
3,1/24/11,0,462
3,6/11/10,0,852
3,1/12/11,0,505
3,7/30/10,1,440
3,8/10/10,1,583
3,6/20/10,1,809
3,1/31/11,1,133
3,8/21/10,0,722
3,7/24/10,1,824
3,5/9/10,1,400
3,6/23/10,1,453
3,3/10/11,1,169
3,9/1/10,0,565
3,5/12/10,1,852
3,12/13/10,1,61
3,5/2/10,1,25
4,9/2/10,0,333
4,12/29/10,0,187
4,1/8/11,0,474
4,10/21/10,0,986
4,3/18/11,1,249
4,9/15/10,1,860
4,11/21/10,1,960
4,9/22/10,0,330
4,5/18/10,0,291
4,6/14/10,0,692
4,2/28/11,0,23
4,10/10/10,1,228
4,7/11/10,1,476
4,10/17/10,1,489
5,2/24/11,0,760
5,10/31/10,0,389
5,9/9/10,0,372
5,7/29/10,1,695
5,11/22/10,0,665
5,12/31/10,0,256
5,4/11/11,0,361
5,1/6/11,1,685
5,4/3/11,0,605
5,7/11/10,0,125
5,3/12/11,1,203
5,2/7/11,1,201
6,10/27/10,1,435
7,2/17/11,0,773
7,7/30/10,0,633
7,4/20/10,1,185
7,8/17/10,0,266
7,5/31/10,0,915
7,2/23/11,1,224
7,9/5/10,0,574
7,9/17/10,1,438
8,7/2/10,0,354
8,4/4/11,1,468
8,7/8/10,1,26
8,5/27/10,0,179
8,3/20/11,1,165
8,1/25/11,1,488
8,2/27/11,1,544
8,12/20/10,0,841
8,10/10/10,1,754
8,5/25/10,1,640
8,11/13/10,0,559
8,2/21/11,1,947
8,6/11/10,1,295
8,4/12/11,0,679
8,9/17/10,0,716
8,7/1/10,1,524
8,11/15/10,1,568
8,12/11/10,1,962
8,3/6/11,1,422
9,8/10/10,1,478
9,8/22/10,0,725
9,7/26/10,1,142
9,5/8/10,0,586
9,5/28/10,0,733
9,10/4/10,0,607
9,4/20/10,0,323
9,6/16/10,0,361
9,3/29/11,0,126
9,1/8/11,1,115
9,12/12/10,1,800
9,8/26/10,0,650
9,4/5/11,1,332
10,10/17/10,1,232
10,7/23/10,0,585
10,10/25/10,1,44
10,5/26/10,1,317
10,1/30/11,0,558
10,1/17/11,1,50
10,11/4/10,0,791
11,12/21/10,0,509
11,7/11/10,1,200
11,9/14/10,0,223
11,9/4/10,0,341
11,9/28/10,1,312
11,4/21/10,0,915
11,2/2/11,0,52
11,8/11/10,0,611
11,7/25/10,1,73
11,10/31/10,0,866
11,6/8/10,0,222
11,6/30/10,1,18
11,5/1/10,0,790
12,11/21/10,0,791
13,4/22/10,1,30
14,8/24/10,1,909
14,2/7/11,0,853
14,3/26/11,0,799
14,12/18/10,0,980
14,1/30/11,1,198
14,8/25/10,0,179
14,8/29/10,0,980
14,2/5/11,0,946
14,7/1/10,0,976
14,10/23/10,0,51
14,11/22/10,1,315
14,10/11/10,1,387
15,7/26/10,0,278
15,10/29/10,1,516
15,8/31/10,1,522
15,8/18/10,1,334
