1,0.293228582,-69.83251565,537
2,15.82290756,102.3782489,288
3,26.56395742,110.5313387,41
4,58.4677912,-174.2109776,362
5,32.8451503,-38.97405047,705
6,2.766295318,-111.6686212,538
7,52.37133323,-136.5940722,21
8,-28.33159708,-32.11027198,708
9,20.8158172,-111.7701866,990
10,16.30309792,-65.75828497,135
11,-23.98817204,-96.34901901,777
12,-2.250554295,107.6773379,898
13,45.9161982,-78.81700869,308
14,5.500245426,148.7741791,185
15,42.8425354,-152.2610927,491
16,46.50429683,-112.9136445,849
17,-1.547172085,-30.60674484,930
18,50.41209744,32.46712493,541
19,12.67840574,-128.7253785,777
20,45.68484604,-173.6337233,195
21,-4.868621943,73.68236192,75
22,4.734845533,-28.98072752,475
23,3.338012989,-70.20224933,160
24,29.15282152,51.03141866,21
25,9.885592937,13.7308898,253
26,3.505309529,-97.79455011,654
27,-12.60165653,-107.3147769,208
28,-11.08590906,-47.46173986,789
29,29.81130458,-68.94679314,317
30,-8.816595011,135.5208963,336
31,44.27070371,63.28399724,67
32,41.35935999,-70.84486616,796
33,54.98728213,68.31175309,442
34,33.52254264,-158.6361347,277
35,-11.81798443,10.64912397,605
36,46.20522717,36.29822603,390
37,49.94854111,-115.7650717,268
38,-27.55006238,-35.04185126,907
39,13.29500693,-166.7141016,833
40,12.68134875,35.26708951,114
41,47.91026676,84.78577545,252
42,48.49904218,87.65326671,715
43,8.392396403,-34.54604786,943
44,42.39370336,52.72973003,91
45,16.13890115,17.01805418,779
46,-29.37867912,-36.0901838,599
47,34.72468237,133.8042248,298
48,6.314038766,125.0619458,651
49,50.88442462,-8.971099367,219
50,-12.3982429,82.78489513,703
51,-14.21052223,94.79620117,436
52,41.8353978,139.2504232,744
53,15.67773168,-72.36050067,595
54,44.72567716,81.42814938,893
55,-5.79912541,173.1165296,942
56,6.868941813,-36.39930944,102
57,20.75783789,-126.4588024,858
58,-19.89929153,132.6964286,142
59,34.40653697,-4.681782855,613
60,6.45502546,-88.87907138,941
61,3.747996924,16.26422949,46
62,16.05349525,64.50726451,221
63,30.66251154,-67.36837269,338
64,57.51703731,-129.2722884,687
65,3.242654026,-27.6867395,96
66,-25.40343113,-84.4604106,353
67,47.41565441,175.8580809,988
68,-5.519362161,-74.59722238,197
69,53.86287922,-176.0346218,875
70,29.24038972,-150.7896006,191
71,5.82289131,-46.57920065,769
72,-1.348732338,-46.05242062,246
73,-3.368126435,41.95791412,106
74,59.74441356,-4.78732814,504
75,-0.147040313,-27.95268877,285
76,48.16910107,29.83907959,138
77,-16.56015011,168.1840941,395
78,9.935773605,17.71053255,50
79,6.560722024,-136.766605,438
80,-15.88295933,-125.9565231,669
81,45.06747237,-137.1540703,973
82,22.38301968,-41.50532797,124
83,-13.88492384,-151.2626973,241
84,46.19397773,172.6638063,111
85,26.34140973,58.06599636,622
86,32.58182092,41.697129,785
87,-15.87849098,139.870551,679
88,-27.45710011,-79.07056184,506
89,-13.2950548,-134.9202711,480
90,29.4609616,75.82992007,845
91,12.04275989,-4.351471224,424
92,14.36410422,41.0532079,568
93,28.1097802,-129.9354849,59
94,0.015529717,98.65849028,852
95,55.30111261,-61.33627789,34
96,37.0407403,-170.5658728,406
97,37.58765301,112.0955664,619
98,29.07076555,86.78945933,19
99,-21.64371694,-27.77662846,543
100,34.60238677,22.20483738,702
101,6.10523672,2.91928321,410
102,43.89417142,-113.5890597,75
103,57.06568135,136.3720525,711
104,51.1686982,44.8455538,567
